sample_id,singlets,doublets,triplets,quartets,correlation,coskewness,cokurtosis,coskewness-correlation,cokurtosis-coskewness
0,0.7276911886949293,0.11758104738154614,0.06194929343308396,0.0040315876974231085,-0.7223295660534375,-0.009912763827144271,-0.06962051128060955,0.7124168022262932,-0.05970774745346527
0,0.7276911886949293,0.11758104738154614,0.06194929343308396,0.04391105569409809,-0.7223295660534375,-0.009912763827144271,-0.12242892384281659,0.7124168022262932,-0.11251616001567231
0,0.7276911886949293,0.11758104738154614,0.06194929343308396,0.01084788029925187,-0.7223295660534375,-0.009912763827144271,-0.10711383083418966,0.7124168022262932,-0.09720106700704538
0,0.7276911886949293,0.11758104738154614,0.06194929343308396,0.007200748129675811,-0.7223295660534375,-0.009912763827144271,0.08472563148267649,0.7124168022262932,0.09463839530982077
0,0.7276911886949293,0.11758104738154614,0.06194929343308396,0.024584372402327515,-0.7223295660534375,-0.009912763827144271,-0.003929260677464416,0.7124168022262932,0.005983503149679856
0,0.7276911886949293,0.11758104738154614,0.012728595178719868,0.0040315876974231085,-0.7223295660534375,0.11145658655225359,-0.06962051128060956,0.833786152605691,-0.18107709783286313
0,0.7276911886949293,0.11758104738154614,0.012728595178719868,0.011367414796342477,-0.7223295660534375,0.11145658655225359,0.10024215296216286,0.833786152605691,-0.011214433590090722
0,0.7276911886949293,0.11758104738154614,0.012728595178719868,0.0015482128013300084,-0.7223295660534375,0.11145658655225359,0.24264705615934,0.833786152605691,0.1311904696070864
0,0.7276911886949293,0.11758104738154614,0.012728595178719868,0.0027223607647547795,-0.7223295660534375,0.11145658655225359,-0.08297989696704852,0.833786152605691,-0.1944364835193021
0,0.7276911886949293,0.11758104738154614,0.012728595178719868,0.0020261845386533666,-0.7223295660534375,0.11145658655225359,-0.05499278521176598,0.833786152605691,-0.16644937176401958
0,0.7276911886949293,0.11758104738154614,0.08791562759767249,0.04391105569409809,-0.7223295660534375,0.3979571170620413,-0.12242892384281659,1.1202866831154787,-0.5203860409048578
0,0.7276911886949293,0.11758104738154614,0.08791562759767249,0.011367414796342477,-0.7223295660534375,0.3979571170620413,0.10024215296216292,1.1202866831154787,-0.29771496409987835
0,0.7276911886949293,0.11758104738154614,0.08791562759767249,0.013507896924355778,-0.7223295660534375,0.3979571170620413,0.32040285524102197,1.1202866831154787,-0.07755426182101932
0,0.7276911886949293,0.11758104738154614,0.08791562759767249,0.017238154613466335,-0.7223295660534375,0.3979571170620413,-0.05288178922140525,1.1202866831154787,-0.4508389062834465
0,0.7276911886949293,0.11758104738154614,0.08791562759767249,0.02768079800498753,-0.7223295660534375,0.3979571170620413,-0.06619211653651877,1.1202866831154787,-0.4641492335985601
0,0.7276911886949293,0.11758104738154614,0.013601413133832086,0.01084788029925187,-0.7223295660534375,0.2671726490818831,-0.10711383083418966,0.9895022151353206,-0.3742864799160728
0,0.7276911886949293,0.11758104738154614,0.013601413133832086,0.0015482128013300084,-0.7223295660534375,0.2671726490818831,0.24264705615934,0.9895022151353206,-0.024525592922543082
0,0.7276911886949293,0.11758104738154614,0.013601413133832086,0.013507896924355778,-0.7223295660534375,0.2671726490818831,0.32040285524102197,0.9895022151353206,0.05323020615913887
0,0.7276911886949293,0.11758104738154614,0.013601413133832086,0.0007169576059850374,-0.7223295660534375,0.2671726490818831,-0.2268886047231657,0.9895022151353206,-0.4940612538050488
0,0.7276911886949293,0.11758104738154614,0.013601413133832086,0.006224023275145469,-0.7223295660534375,0.2671726490818831,-0.09899450511352179,0.9895022151353206,-0.3661671541954049
0,0.7276911886949293,0.11758104738154614,0.031442227763923525,0.007200748129675811,-0.7223295660534375,-0.16778282869499658,0.08472563148267653,0.5545467373584408,0.25250846017767314
0,0.7276911886949293,0.11758104738154614,0.031442227763923525,0.0027223607647547795,-0.7223295660534375,-0.16778282869499658,-0.08297989696704848,0.5545467373584408,0.0848029317279481
0,0.7276911886949293,0.11758104738154614,0.031442227763923525,0.017238154613466335,-0.7223295660534375,-0.16778282869499658,-0.05288178922140526,0.5545467373584408,0.11490103947359132
0,0.7276911886949293,0.11758104738154614,0.031442227763923525,0.0007169576059850374,-0.7223295660534375,-0.16778282869499658,-0.22688860472316555,0.5545467373584408,-0.059105776028168966
0,0.7276911886949293,0.11758104738154614,0.031442227763923525,0.009704904405652536,-0.7223295660534375,-0.16778282869499658,0.1309107711966843,0.5545467373584408,0.29869359989168087
0,0.7276911886949293,0.11758104738154614,0.03983790523690773,0.024584372402327515,-0.7223295660534375,-0.07684688997806072,-0.003929260677464392,0.6454826760753767,0.07291762930059632
0,0.7276911886949293,0.11758104738154614,0.03983790523690773,0.0020261845386533666,-0.7223295660534375,-0.07684688997806072,-0.05499278521176598,0.6454826760753767,0.021854104766294735
0,0.7276911886949293,0.11758104738154614,0.03983790523690773,0.02768079800498753,-0.7223295660534375,-0.07684688997806072,-0.06619211653651877,0.6454826760753767,0.010654773441541948
0,0.7276911886949293,0.11758104738154614,0.03983790523690773,0.006224023275145469,-0.7223295660534375,-0.07684688997806072,-0.09899450511352177,0.6454826760753767,-0.022147615135461055
